"action","record_type","libid","serial_title","nlm_unique_id","holdings_format","begin_volume","end_volume","begin_year","end_year","issns","currently_received","retention_policy","limited_retention_period","limited_retention_type","embargo_period","has_epub_ahead_of_print","has_supplements","ignore_warnings","last_modified"
"","RANGE","","","","","","","1974","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cancer treatment reviews","NLM_7502030","Print","","","","","0305-7372 (Print), 1532-1967 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-Mar-02"
"","RANGE","","","","","21","37","1995","2011","","","","","","","","","",""
"","HOLDING","MAUTUF","Cancer treatment symposia","NLM_8402810","Print","","","","","0742-1761 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2023-Mar-02"
"","RANGE","","","","","1","4","1983","1985","","","","","","","","","",""
"","HOLDING","MAUTUF","Carbohydrate chemistry","NLM_0242551","Print","","","","","1465-1963 (Electronic), 2041-353X (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","30","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Carbohydrate research","NLM_0043535","Print","","","","","0008-6215 (Print), 1873-426X (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Carcinogenesis","NLM_8008055","Electronic","","","","","0143-3334 (Print), 1460-2180 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1980","","","","","","","","","","",""
"","HOLDING","MAUTUF","Carcinogenesis","NLM_8008055","Print","","","","","0143-3334 (Print), 1460-2180 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1996","2000","","","","","","","","","",""
"","HOLDING","MAUTUF","Cardiologia","NLM_1265351","Print","","","","","0366-5313 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2023-Mar-01"
"","RANGE","","","","","30","54","1957","1969","","","","","","","","","",""
"","HOLDING","MAUTUF","Cardiology","NLM_1266406","Print","","","","","0008-6312 (Print), 1421-9751 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","55","114","1970","2009","","","","","","","","","",""
"","HOLDING","MAUTUF","Cardiology clinics","NLM_8300331","Electronic","","","","","0733-8651 (Print), 1558-2264 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1996","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cardiology in review","NLM_9304686","Electronic","","","","","1061-5377 (Print), 1538-4683 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1994","1999","","","","","","","","","",""
"","HOLDING","MAUTUF","Cardiovascular clinics","NLM_0213744","Print","","","","","0069-0384 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","23","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cardiovascular research","NLM_0077427","Electronic","","","","","0008-6363 (Print), 1755-3245 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1996","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cardiovascular research","NLM_0077427","Print","","","","","0008-6363 (Print), 1755-3245 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-Mar-01"
"","RANGE","","","","","1","60","1967","2003","","","","","","","","","",""
"","HOLDING","MAUTUF","Caries research","NLM_0103374","Electronic","","","","","0008-6568 (Print), 1421-976X (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1998","1999","","","","","","","","","",""
"","RANGE","","","","","","","2000","","","","","","","","","","",""
"","HOLDING","MAUTUF","Caries research","NLM_0103374","Print","","","","","0008-6568 (Print), 1421-976X (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-Mar-01"
"","RANGE","","","","","1","25","1967","1991","","","","","","","","","",""
"","HOLDING","MAUTUF","Catheterization and cardiovascular diagnosis","NLM_7508512","Electronic","","","","","0098-6569 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1975","1995","","","","","","","","","",""
"","HOLDING","MAUTUF","Catheterization and cardiovascular diagnosis","NLM_7508512","Print","","","","","0098-6569 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2023-Feb-28"
"","RANGE","","","","","37","42","1996","1997","","","","","","","","","",""
"","RANGE","","","","","44","45","1998","1998","","","","","","","","","",""
"","HOLDING","MAUTUF","Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions","NLM_100884139","Print","","","","","1522-1946 (Print), 1522-726X (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","46","","","","","","","","","","","","",""
"","HOLDING","MAUTUF","CDA journal","NLM_0367730","Print","","","","","0091-4231 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2023-Mar-31"
"","RANGE","","","","","4","6","1976","1978","","","","","","","","","",""
"","HOLDING","MAUTUF","Cell","NLM_0413066","Electronic","","","","","0092-8674 (Print), 1097-4172 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1974","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cell","NLM_0413066","Print","","","","","0092-8674 (Print), 1097-4172 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1995","2006","","","","","","","","","",""
"","HOLDING","MAUTUF","Cell and tissue kinetics","NLM_0174107","Electronic","","","","","0008-8730 (Print)","Yes","Permanently Retained","0","Years","0","No","No","Yes","2018-Oct-12"
"","RANGE","","","","","","","1968","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cell and tissue research","NLM_0417625","Electronic","","","","","0302-766X (Print), 1432-0878 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1974","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cell and tissue research","NLM_0417625","Print","","","","","0302-766X (Print), 1432-0878 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","287","318","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cell biology international","NLM_9307129","Electronic","","","","","1065-6995 (Print), 1095-8355 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1993","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cell biology international","NLM_9307129","Print","","","","","1065-6995 (Print), 1095-8355 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","17","27","1993","2003","","","","","","","","","",""
"","HOLDING","MAUTUF","Cell biology international reports","NLM_7708050","Electronic","","","","","0309-1651 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1977","1992","","","","","","","","","",""
"","HOLDING","MAUTUF","Cell calcium","NLM_8006226","Electronic","","","","","0143-4160 (Print), 1532-1991 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1995","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cell calcium","NLM_8006226","Print","","","","","0143-4160 (Print), 1532-1991 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-Mar-01"
"","RANGE","","","","","12","50","1991","2011","","","","","","","","","",""
"","HOLDING","MAUTUF","Cell differentiation","NLM_0342640","Electronic","","","","","0045-6039 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1972","1988","","","","","","","","","",""
"","HOLDING","MAUTUF","Cell differentiation and development : the official journal of the International Society of Developmental Biologists","NLM_8811335","Print","","","","","0922-3371 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","25","32","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cell growth & differentiation : the molecular biology journal of the American Association for Cancer Research","NLM_9100024","Electronic","","","","","1044-9523 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1990","2002","","","","","","","","","",""
"","HOLDING","MAUTUF","Cell growth & differentiation : the molecular biology journal of the American Association for Cancer Research","NLM_9100024","Print","","","","","1044-9523 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","7","11","1996","2001","","","","","","","","","",""
"","RANGE","","","","","13","13","2002","2002","","","","","","","","","",""
"","HOLDING","MAUTUF","Cell host & microbe","NLM_101302316","Electronic","","","","","1931-3128 (Print), 1934-6069 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","2007","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cell membranes, methods and reviews","NLM_8301760","Print","","","","","0740-784X (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","3","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cell metabolism","NLM_101233170","Electronic","","","","","1550-4131 (Print), 1932-7420 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","2005","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cell proliferation","NLM_9105195","Electronic","","","","","0960-7722 (Print), 1365-2184 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1991","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cell proliferation","NLM_9105195","Print","","","","","0960-7722 (Print), 1365-2184 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1996","2001","","","","","","","","","",""
"","HOLDING","MAUTUF","Cellular and molecular biology","NLM_7801029","Print","","","","","","No","Permanently Retained","0","Years","0","No","No","No","2023-Feb-28"
"","RANGE","","","","","27","32","1982","1991","","","","","","","","","",""
"","HOLDING","MAUTUF","Cellular and molecular biology, including cyto-enzymology","NLM_101189940","Print","","","","","","No","Permanently Retained","0","Years","0","No","No","No","2023-Feb-28"
"","RANGE","","","","","22","26","1977","1981","","","","","","","","","",""
"","HOLDING","MAUTUF","Cellular and molecular life sciences : CMLS","NLM_9705402","Electronic","","","","","1420-682X (Print), 1420-9071 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1997","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cellular and molecular life sciences : CMLS","NLM_9705402","Print","","","","","1420-682X (Print), 1420-9071 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","53","61","1997","2004","","","","","","","","","",""
"","HOLDING","MAUTUF","Cellular immunology","NLM_1246405","Electronic","","","","","0008-8749 (Print), 1090-2163 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cellular immunology","NLM_1246405","Print","","","","","0008-8749 (Print), 1090-2163 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","160","226","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cellular reprogramming","NLM_101528176","Electronic","","","","","2152-4971 (Print), 2152-4998 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","2010","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cerebral palsy bulletin","NLM_16110470R","Electronic","","","","","","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","3","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Cerebral palsy bulletin","NLM_16110470R","Print","","","","","","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","1","1958","1958","","","","","","","","","",""
"","RANGE","","","","","3","3","1961","1961","","","","","","","","","",""
"","HOLDING","MAUTUF","Cerebrovascular diseases (Basel, Switzerland)","NLM_9100851","Print","","","","","1015-9770 (Print), 1421-9786 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","2","28","1992","2009","","","","","","","","","",""
"","HOLDING","MAUTUF","Chemical biology & drug design","NLM_101262549","Electronic","","","","","1747-0277 (Print), 1747-0285 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","2006","","","","","","","","","","",""
"","HOLDING","MAUTUF","Chemical immunology","NLM_9001090","Print","","","","","1015-0145 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","46","78","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Chemical reviews","NLM_2985134R","Print","","","","","0009-2665 (Print), 1520-6890 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","96","96","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Chemical senses","NLM_8217190","Electronic","","","","","0379-864X (Print), 1464-3553 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1996","","","","","","","","","","",""
"","HOLDING","MAUTUF","Chemical senses","NLM_8217190","Print","","","","","0379-864X (Print), 1464-3553 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","21","25","1996","2000","","","","","","","","","",""
"","HOLDING","MAUTUF","Chemico-biological interactions","NLM_0227276","Electronic","","","","","0009-2797 (Print), 1872-7786 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","","1969","","","","","","","","","","",""
"","HOLDING","MAUTUF","Chemico-biological interactions","NLM_0227276","Print","","","","","0009-2797 (Print), 1872-7786 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","94","146","1995","2003","","","","","","","","","",""
"","HOLDING","MAUTUF","Chemistry and physics of lipids","NLM_0067206","Electronic","","","","","0009-3084 (Print), 1873-2941 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1966","","","","","","","","","","",""
"","HOLDING","MAUTUF","Chemistry and physics of lipids","NLM_0067206","Print","","","","","0009-3084 (Print), 1873-2941 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","75","126","1995","2003","","","","","","","","","",""
"","HOLDING","MAUTUF","Chest","NLM_0231335","Electronic","","","","","0012-3692 (Print), 1931-3543 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1970","","","","","","","","","","",""
"","HOLDING","MAUTUF","Chest","NLM_0231335","Print","","","","","0012-3692 (Print), 1931-3543 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-Feb-28"
"","RANGE","","","","","103","122","1993","2002","","","","","","","","","",""
"","RANGE","","","","","125","149","2004","2016","","","","","","","","","",""
"","HOLDING","MAUTUF","Chicago psychoanalytic literature index","NLM_7600673","Print","","","","","0009-3661 (Print)","No","Permanently Retained","0","Years","0","No","No","Yes","2018-Oct-12"
"","RANGE","","","","","","","1920","1989","","","","","","","","","",""
"","HOLDING","MAUTUF","Child abuse & neglect","NLM_7801702","Electronic","","","","","0145-2134 (Print), 1873-7757 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1977","","","","","","","","","","",""
"","HOLDING","MAUTUF","Child abuse & neglect","NLM_7801702","Print","","","","","0145-2134 (Print), 1873-7757 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","19","27","1995","2003","","","","","","","","","",""
"","HOLDING","MAUTUF","Child and adolescent psychiatric clinics of North America","NLM_9313451","Electronic","","","","","1056-4993 (Print), 1558-0490 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","2002","","","","","","","","","","",""
"","HOLDING","MAUTUF","Child and adolescent psychiatric clinics of North America","NLM_9313451","Print","","","","","1056-4993 (Print), 1558-0490 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","19","20","2010","2011","","","","","","","","","",""
"","HOLDING","MAUTUF","Child development","NLM_0372725","Electronic","","","","","0009-3920 (Print), 1467-8624 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1930","","","","","","","","","","",""
"","HOLDING","MAUTUF","Childhood obesity (Print)","NLM_101542497","Electronic","","","","","2153-2168 (Print), 2153-2176 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","2010","","","","","","","","","","",""
"","HOLDING","MAUTUF","Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery","NLM_8503227","Electronic","","","","","0256-7040 (Print), 1433-0350 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1997","","","","","","","","","","",""
"","HOLDING","MAUTUF","Child welfare","NLM_0372735","Electronic","","","","","0009-4021 (Print)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1990","","","","","","","","","","",""
"","HOLDING","MAUTUF","Chromatographic reviews","NLM_0427031","Electronic","","","","","0009-5907 (Print), 1878-1438 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1959","1971","","","","","","","","","",""
"","HOLDING","MAUTUF","Chromatographic reviews","NLM_0427031","Print","","","","","0009-5907 (Print), 1878-1438 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-Feb-28"
"","RANGE","","","","","9","15","1967","1971","","","","","","","","","",""
"","HOLDING","MAUTUF","Chromosoma","NLM_2985138R","Electronic","","","","","0009-5915 (Print), 1432-0886 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1947","","","","","","","","","","",""
"","HOLDING","MAUTUF","Ciba Foundation symposium","NLM_0356636","Print","","","","","0300-5208 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","212","","","","","","","","","","","",""
"","HOLDING","MAUTUF","CINAHL ... subject heading list : alphabetic list, tree structures, permuted list","NLM_9884890","Print","","","","","1522-1156 (Print)","Yes","Limited Period Only","1","Years","0","No","No","No","2023-Jan-01"
"","HOLDING","MAUTUF","Circulation","NLM_0147763","Electronic","","","","","0009-7322 (Print), 1524-4539 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1950","","","","","","","","","","",""
"","HOLDING","MAUTUF","Circulation","NLM_0147763","Print","","","","","0009-7322 (Print), 1524-4539 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-Feb-28"
"","RANGE","","","","","109","141","2004","2020","","","","","","","","","",""
"","HOLDING","MAUTUF","Circulation. Arrhythmia and electrophysiology","NLM_101474365","Electronic","","","","","1941-3084 (Electronic), 1941-3149 (Print)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","","2008","","","","","","","","","","",""
"","HOLDING","MAUTUF","Circulation. Cardiovascular genetics","NLM_101489144","Electronic","","","","","1942-325X (Print), 1942-3268 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","Yes","2018-Oct-12"
"","RANGE","","","","","1","","2008","","","","","","","","","","",""
"","HOLDING","MAUTUF","Circulation. Cardiovascular imaging","NLM_101479935","Electronic","","","","","1941-9651 (Print), 1942-0080 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","","2008","","","","","","","","","","",""
"","HOLDING","MAUTUF","Circulation. Cardiovascular interventions","NLM_101499602","Electronic","","","","","1941-7632 (Electronic), 1941-7640 (Print)","Yes","Permanently Retained","0","Years","0","No","No","No","2020-Jan-21"
"","RANGE","","","","","1","","2008","","","","","","","","","","",""
"","HOLDING","MAUTUF","Circulation. Cardiovascular quality and outcomes","NLM_101489148","Electronic","","","","","1941-7705 (Electronic), 1941-7713 (Print)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","2008","","","","","","","","","","",""
"","HOLDING","MAUTUF","Circulation. Genomic and precision medicine","NLM_101714113","Electronic","","","","","2574-8300 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","2018","","","","","","","","","","",""
"","HOLDING","MAUTUF","Circulation. Heart failure","NLM_101479941","Electronic","","","","","1941-3289 (Print), 1941-3297 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","","2008","","","","","","","","","","",""
"","HOLDING","MAUTUF","Circulation research","NLM_0047103","Electronic","","","","","0009-7330 (Print), 1524-4571 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1953","","","","","","","","","","",""
"","HOLDING","MAUTUF","Circulation research","NLM_0047103","Print","","","","","0009-7330 (Print), 1524-4571 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-Feb-28"
"","RANGE","","","","","100","119","2007","2016","","","","","","","","","",""
"","HOLDING","MAUTUF","The CLAO journal : official publication of the Contact Lens Association of Ophthalmologists, Inc","NLM_8302065","Electronic","","","","","0733-8902 (Print), 1538-0181 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1983","1999","","","","","","","","","",""
"","HOLDING","MAUTUF","Cleft palate bulletin","NLM_0111353","Print","","","","","","No","Permanently Retained","0","Years","0","No","No","Yes","2023-Feb-28"
"","RANGE","","","","","1","13","1951","1963","","","","","","","","","",""
"","HOLDING","MAUTUF","The Cleft palate-craniofacial journal : official publication of the American Cleft Palate-Craniofacial Association","NLM_9102566","Print","","","","","1055-6656 (Print), 1545-1569 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","28","28","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinica chimica acta; international journal of clinical chemistry","NLM_1302422","Electronic","","","","","0009-8981 (Print), 1873-3492 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1956","","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinica chimica acta; international journal of clinical chemistry","NLM_1302422","Print","","","","","0009-8981 (Print), 1873-3492 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","233","338","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinical and experimental immunology","NLM_0057202","Electronic","","","","","0009-9104 (Print), 1365-2249 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1966","","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinical and experimental rheumatology","NLM_8308521","Electronic","","","","","0392-856X (Print), 1593-098X (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1999","","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinical and experimental rheumatology","NLM_8308521","Print","","","","","0392-856X (Print), 1593-098X (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2023-Feb-28"
"","RANGE","","","","","29","","2011","","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinical and translational gastroenterology","NLM_101532142","Electronic","","","","","2155-384X (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","2010","","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinical biochemistry","NLM_0133660","Electronic","","","","","0009-9120 (Print), 1873-2933 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","","1967","","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinical biochemistry","NLM_0133660","Print","","","","","0009-9120 (Print), 1873-2933 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","28","36","1995","2003","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinical bulletin","NLM_1257734","Print","","","","","0047-6706 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2023-Feb-28"
"","RANGE","","","","","1","10","1971","1980","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinical cancer research : an official journal of the American Association for Cancer Research","NLM_9502500","Electronic","","","","","1078-0432 (Print), 1557-3265 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1995","","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinical cancer research : an official journal of the American Association for Cancer Research","NLM_9502500","Print","","","","","1078-0432 (Print), 1557-3265 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2022-Sep-09"
"","RANGE","","","","","1","11","1995","2005","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinical cardiology","NLM_7903272","Electronic","","","","","0160-9289 (Print), 1932-8737 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1979","","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinical chemistry","NLM_9421549","Print","","","","","0009-9147 (Print), 1530-8561 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-Feb-28"
"","RANGE","","","","","53","59","2007","2013","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinical chemistry and laboratory medicine","NLM_9806306","Electronic","","","","","1434-6621 (Print), 1437-4331 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1998","","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinical dysmorphology","NLM_9207893","Electronic","","","","","0962-8827 (Print), 1473-5717 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1992","1999","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinical EEG and neuroscience","NLM_101213033","Print","","","","","1550-0594 (Print), 2169-5202 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-Feb-28"
"","RANGE","","","","","36","42","2005","2011","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinical EEG (electroencephalography)","NLM_0236454","Print","","","","","0009-9155 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","34","1970","2003","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinical endocrinology","NLM_0346653","Electronic","","","","","0300-0664 (Print), 1365-2265 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1972","","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinical endocrinology","NLM_0346653","Print","","","","","0300-0664 (Print), 1365-2265 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2022-Sep-09"
"","RANGE","","","","","45","72","1996","2010","","","","","","","","","",""
"","HOLDING","MAUTUF","Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association","NLM_101160775","Electronic","","","","","1542-3565 (Print), 1542-7714 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","2003","","","","","","","","","","",""
